fp_int_id,cp_level,cp_r_citing_zero,cp_r_citing_nonzero,tr_citing,cp_r_cited_zero,cp_r_cited_nonzero,tr_cited
9907233,1,1,0,0,0,1,5
6124,55,2,53,346,0,55,145
9512356,30,2,28,199,0,30,147
9507396,6,3,3,5,0,6,6
9604309,15,3,12,39,0,15,54
9405277,21,3,18,102,21,0,0
9707454,5,2,3,6,1,4,7
9712319,27,3,24,102,0,27,126
106315,18,7,11,33,0,18,91
202233,7,2,5,7,0,7,51
9901206,21,1,20,85,21,0,0
9610457,0,0,0,0,0,0,0
9411260,10,2,8,22,0,10,20
9507453,48,2,46,367,29,19,19
9807325,73,3,70,756,1,72,210
9302316,71,4,67,757,71,0,0
9806375,12,3,9,28,0,12,59
9901243,13,3,10,19,0,13,105
9508247,33,3,30,204,4,29,52
9609343,17,1,16,78,1,16,28
9901203,6,3,3,8,0,6,11
9408214,48,3,45,401,48,0,0
9503439,28,4,24,90,28,0,0
9212278,31,2,29,161,31,0,0
4075,2,1,1,1,0,2,11
9706280,2,1,1,1,0,2,2
9908451,4,1,3,4,0,4,47
9701283,16,1,15,47,0,16,59
105213,3,1,2,2,0,3,3
9712287,45,3,42,339,0,45,177
7319,14,3,11,24,0,14,205
9810482,25,1,24,100,0,25,360
9608276,20,4,16,98,0,20,115
9706382,6,1,5,10,0,6,106
9805403,14,5,9,18,0,14,114
9607214,33,1,32,216,17,16,21
10181,5,3,2,4,0,5,151
10312,2,2,0,0,2,0,0
9908382,10,2,8,14,0,10,65
9702414,13,2,11,28,1,12,42
9310319,17,1,16,50,17,0,0
9408213,39,1,38,224,39,0,0
9606447,2,2,0,0,0,2,11
9510271,14,1,13,45,0,14,122
9408207,18,1,17,69,18,0,0
9703227,5,3,2,4,1,4,7
9601392,1,1,0,0,0,1,1
9707264,25,2,23,121,2,23,43
9612415,10,3,7,13,0,10,22
9409291,11,6,5,20,11,0,0
9710375,2,2,0,0,0,2,2
9812378,11,2,9,27,3,8,8
9511210,40,6,34,156,15,25,25
9512303,20,2,18,62,2,18,18
9812371,23,1,22,93,0,23,117
9507342,12,2,10,25,9,3,3
9403313,5,2,3,6,5,0,0
7071,0,0,0,0,0,0,0
6329,4,1,3,4,2,2,2
9507380,49,2,47,319,4,45,146
9911350,1,1,0,0,0,1,7
9307326,19,3,16,54,19,0,0
101168,0,0,0,0,0,0,0
9908269,7,1,6,13,0,7,15
9703327,23,3,20,80,0,23,142
101032,16,1,15,47,1,15,68
9411214,4,1,3,5,4,0,0
8208,40,2,38,250,0,40,533
9906478,65,4,61,630,0,65,662
9211248,11,3,8,21,6,5,5
9701323,12,3,9,18,0,12,32
9512365,3,2,1,1,0,3,3
9905487,25,1,24,110,25,0,0
9607243,4,1,3,6,0,4,19
9402253,32,2,30,184,32,0,0
9811337,105,2,103,1412,0,105,500
9802271,6,2,4,8,0,6,46
9806477,3,1,2,2,0,3,18
9512288,25,2,23,58,0,25,127
9512383,21,4,17,67,0,21,72
2258,13,4,9,27,0,13,151
9707364,54,3,51,414,1,53,282
9905381,42,2,40,297,0,42,398
9804228,8,2,6,13,0,8,24
9708437,4,2,2,2,0,4,81
