9907233	11
9301253	16
9504304	11
9505235	11
9506257	11
9606402	11
9607354	11
9611297	11
9702314	11
9704296	11
9803214	16
9903217	16
9311274	11
9502335	1
9611296	11
9612258	11
9301203	11
9301206	11
9502274	109
9503474	11
9302247	11
9501357	11
9501384	11
9502366	11
9504372	16
9511210	16
9610453	16
9706487	11
9211239	11
9302217	11
9405341	11
9409335	3
9409371	3
9411285	3
9508393	11
9602366	11
9606210	1207
9610360	11
9605245	16
9610282	16
9803242	11
9804209	11
9805334	11
112133	1
2171	1
12308	1
104062	1
104110	1
112008	1
9403384	1
9501265	1
9512380	1
9607469	1
9711261	1
9712252	1
9910236	1
9810333	1
9901418	1
9908432	1
9911280	1
9210215	1
9211304	1
9211321	1
9212203	1
9303284	1
9304257	1
9406263	1
1113	1
1297	1
2227	1
3323	1
4004	1
4173	1
4213	1
5006	1
6001	1
6022	1
6124	1
6225	1
6351	1
6357	1
7038	1
7136	1
7256	1
7360	1
8004	1
8009	1
8018	1
8159	1
8216	1
8255	1
8273	1
9042	1
9054	1
9210	1
11238	1
11358	1
12152	1
12208	1
12271	1
101118	1
101190	1
102012	1
102077	1
102219	3
103020	1
103211	1
104018	1
9309283	1
9404282	1
9408404	1
9411308	1
9509204	1
9607366	1
9607447	1
9703353	1
9704423	1
9705292	1
9707251	1
9712225	1
9712306	1
9801443	1
9802394	1
9802433	1
9804363	1
9805403	1
9806468	1
9808493	1
9809311	1
9809384	1
9810260	1
9810438	1
9812396	1
9903456	1
9903535	1
9905312	1
9909564	1
9910291	1
9911250	1
9911427	1
9911528	1
9512388	2
9702315	2
9704402	1
9707225	1
9709328	1
9207214	1
9207222	1
9209231	1
9211256	0
9211260	0
9211333	1
9302244	1
9303225	1
9303270	0
9304225	1
9306320	1
9307247	1
9307318	1
9307364	1
9308246	1
9308262	1
9308287	1
9308288	1
9308349	1
9309203	1
9309236	1
9310212	0
9310311	1
9310332	1
9311243	1
9311339	1
9311345	1
9311357	1
9312311	1
9312359	1
9401204	1
9401254	1
9402347	1
9402363	1
9403254	1
9403407	1
9405207	1
9405259	1
9405346	1
9405368	1
9406203	1
9406239	1
9407342	1
9408213	1
9408290	1
9408306	1
9408382	1
9408390	1
9409287	1
9409309	1
9409391	1
9409437	1
9409440	1
9409454	1
9410388	1
9411229	3
9411335	1
9412324	1
9412375	1
9501281	1
9501389	1
9502300	3
9502338	1
9502363	1
9503414	1
9503492	1
9505397	1
9506201	1
9506374	1
9507248	1
9507262	1
9508272	1
9510323	1
9510378	1
9908362	1
9302210	6
9308272	1
6056	1
6280	1
7085	1
7233	2
7339	1
8234	1
11184	1
11269	1
11392	1
12161	1
101259	1
102274	1
102345	155
103197	1
9408332	1
9409399	1
9411367	1
9603256	13
9610449	2
9612262	1
9612313	1
9703290	1
9704376	1
9709288	1
9711217	1
9802289	1
9803368	1
9805303	1
9806230	1
9806308	1
9806501	1
9807238	1
9901288	1
9904379	0
9904480	1
9907243	1
9907270	1
9907300	1
9910417	1
10071	871
10222	1
11086	1
12215	1
9405283	1226
9608365	1
9610455	1
9711426	1
9801412	1
9806412	1
9902256	1
9908202	1
9908520	1
9909478	1
9911263	1
9912288	1
9512356	1
9604240	1
9604330	1
9607392	1
9701278	1
9706260	1
9708222	1
9710245	1
9802300	1
9811472	1
9902334	1
9903230	1
9904408	1
9906434	1
9906497	1
9907335	1
9908395	1
9908442	1
9909530	1
9403249	1
9506477	6
9603261	1
9603414	1
2041	7
3090	1
3133	0
6068	1
6136	1
8151	7
8298	1
11396	1
12197	1
12289	7
103324	0
104027	1
104137	7
105084	7
105177	7
105306	1
106050	1
107002	1
107074	1
108195	1
110253	1
110260	1
111167	1
9312215	6
9403341	1
9407406	1
9410253	1
9503486	1
9508250	1
9509268	1
9509329	1
9512225	1
9604412	1
9606354	1
9610208	1
9612433	1
9705356	1
9709382	1
9712417	1
9804254	1
9805422	1
9807223	1
9811377	1
9911321	1
9707293	1
9209291	1
9301212	1
9304219	306
9405274	306
9505393	1
103230	1
9206236	1
9302246	11
9306323	1
9307263	11
9310355	1
9401310	15
9403233	1
9409255	1
9412243	1
9412273	3
9502254	1
9304230	12
9307274	1
9401354	1
9402360	1
9402364	1
9509420	1
9510383	1
301097	0
3033	9
106233	0
106315	0
106344	9
111276	0
112313	7
201160	0
203079	9
203229	0
204087	0
206024	0
207280	12
211047	0
211224	0
211308	0
9406205	12
9506326	0
9507396	0
9509316	0
9602234	0
9602414	0
9603409	0
9609437	9
9704288	9
9801317	0
9903229	0
9908236	0
9304240	12
9311370	12
9312202	12
9405214	12
9407408	9
9408228	0
9409260	12
9409315	9
9409460	9
9410307	9
9410369	9
9501212	9
9501362	9
9502376	9
9505409	9
9505429	0
9505430	12
9506351	9
9506461	9
9508338	0
9511282	9
9604309	12
9606435	9
9608325	14
9407389	0
9502415	0
9604312	0
9702321	0
9703412	0
9805366	12
9904236	7
9905281	0
9908327	12
9406228	0
9407393	0
9503280	0
9508343	0
9511342	0
9602250	0
9603205	0
9609331	0
9701412	0
9704448	0
9705442	0
9805244	0
9806351	0
9808430	3
9809486	0
9812246	0
9812472	0
9203216	12
9211272	9
9301281	12
9305232	9
9306256	12
9308346	9
9312318	3
9312319	3
9401243	14
9403283	12
9404209	9
9404335	12
9405322	9
9406416	12
9410400	12
9410404	3
9502225	9
9503359	12
9504426	12
9506457	12
9507204	12
9511337	9
9512292	9
9604223	9
9606397	9
9609326	12
9611239	0
9611316	12
2036	0
9158	0
10017	3
12351	0
102227	3
102241	3
103338	0
107180	0
201023	0
201249	0
202205	0
203206	0
205270	0
206293	3
208156	12
9203223	0
9302272	0
9401258	0
9504378	0
9606399	3
9608317	0
9611272	3
9705234	3
9705337	0
9707389	57
9801375	3
9808468	0
9902434	0
9902479	57
9904287	0
9906218	0
9906395	0
9908278	13
9911385	0
1166	7
7107	0
10354	7
11311	7
101114	12
104199	7
106204	0
106219	7
106295	7
108235	7
109106	7
111307	0
112169	7
9501379	12
9606417	12
9610272	0
9703203	0
9811350	7
9811356	7
9909411	7
1048	9
1304	9
2006	9
3294	9
6032	9
7160	9
7316	9
8065	9
104105	9
105318	9
9402326	1
9512264	9
9606419	9
9702305	9
9704312	9
9706304	9
9806279	0
9807209	9
9906208	9
9906252	9
9909414	10
9912281	9
1086	0
1286	10
2305	9
9301283	9
9302291	9
9303241	9
9303249	9
9312210	9
9312324	9
9401236	9
9403366	9
9404247	0
9404359	9
9405277	9
9406315	3
9406411	9
9408313	0
9409238	9
9409312	9
9410230	9
9411337	9
9411426	9
9412214	9
9412250	9
9503213	3
9503433	9
9504417	23
9504434	9
9505212	9
9505433	9
9507237	12
9510300	9
9511260	9
9511449	3
9512417	9
9602208	3
9603333	9
9603435	9
9603441	0
9603442	9
9604351	3
9605345	9
9605369	9
9605419	0
9606231	9
9607466	9
9608269	9
9608415	19
9608460	9
9609246	9
9609279	9
9609311	9
9610368	9
9610424	9
9611247	9
9611302	0
9611363	14
9611367	9
9611397	0
9611455	9
9612211	9
9612329	10
9612402	9
9612424	9
9701350	9
9702287	3
9702350	9
9703221	9
9703450	9
9703463	9
9704244	9
9704257	19
9704259	9
9704305	9
9705341	9
9705388	9
9705398	9
9706206	3
9706218	0
9706379	9
9706412	9
9706489	9
9706545	3
9707223	10
9707229	9
9707477	19
9708311	14
9708349	10
9708357	9
9708358	9
9709275	0
9709284	9
9709493	9
9710372	9
9710447	0
9712335	0
9712394	9
9712400	0
9801236	9
9801444	3
9802241	14
9803262	9
9803445	3
9804241	10
9804321	0
9804331	9
9804343	9
9805358	9
9805372	9
9805373	0
9805470	14
9805498	9
9806244	10
9806332	9
9806401	9
9806467	3
9806486	9
9807207	12
9807340	9
9807420	9
9807558	0
9807570	12
9808217	9
9808278	0
9808400	9
9809306	0
9809451	3
9810440	0
9810485	9
9811237	9
9811330	9
9811430	0
9811482	9
9812298	9
9812387	9
9812518	9
9902202	0
9902452	14
9903212	0
9903215	9
9903260	10
9903282	3
9903394	9
9903498	10
9904468	10
9906230	0
9906268	9
9906273	14
9906462	9
9907231	3
9907326	0
9907375	9
9907462	9
9907509	10
9908288	0
9908388	3
9909222	9
9909352	9
9909538	0
9910255	7
9910412	3
9911407	9
9911442	19
9912320	3
9912391	10
9912396	0
9912458	9
6035	0
101229	0
108041	9
108245	0
109166	0
201219	0
204316	3
205126	0
206205	0
207066	0
207210	4
208014	0
209326	0
210108	0
9207267	0
9303263	0
9305272	0
9512355	0
