cluster_id,intercluster_edges,cp_level_x,cp_level_x.1,cp_level_x.2,cp_level_x.3,cp_r_citing_zero_x,cp_r_citing_zero_x.1,cp_r_citing_zero_x.2,cp_r_citing_zero_x.3,cp_r_citing_nonzero_x,cp_r_citing_nonzero_x.1,cp_r_citing_nonzero_x.2,cp_r_citing_nonzero_x.3,tr_citing_x,tr_citing_x.1,tr_citing_x.2,tr_citing_x.3,cp_r_cited_zero_x,cp_r_cited_zero_x.1,cp_r_cited_zero_x.2,cp_r_cited_zero_x.3,cp_r_cited_nonzero_x,cp_r_cited_nonzero_x.1,cp_r_cited_nonzero_x.2,cp_r_cited_nonzero_x.3,tr_cited_x,tr_cited_x.1,tr_cited_x.2,tr_cited_x.3,cp_level_y,cp_level_y.1,cp_level_y.2,cp_level_y.3,cp_r_citing_zero_y,cp_r_citing_zero_y.1,cp_r_citing_zero_y.2,cp_r_citing_zero_y.3,cp_r_citing_nonzero_y,cp_r_citing_nonzero_y.1,cp_r_citing_nonzero_y.2,cp_r_citing_nonzero_y.3,tr_citing_y,tr_citing_y.1,tr_citing_y.2,tr_citing_y.3,cp_r_cited_zero_y,cp_r_cited_zero_y.1,cp_r_cited_zero_y.2,cp_r_cited_zero_y.3,cp_r_cited_nonzero_y,cp_r_cited_nonzero_y.1,cp_r_cited_nonzero_y.2,cp_r_cited_nonzero_y.3,tr_cited_y,tr_cited_y.1,tr_cited_y.2,tr_cited_y.3,network_degree,network_degree.1,network_degree.2,network_degree.3,network_indegree,network_indegree.1,network_indegree.2,network_indegree.3,network_outdegree,network_outdegree.1,network_outdegree.2,network_outdegree.3,cluster_degree,cluster_degree.1,cluster_degree.2,cluster_degree.3,cluster_indegree,cluster_indegree.1,cluster_indegree.2,cluster_indegree.3,cluster_outdegree,cluster_outdegree.1,cluster_outdegree.2,cluster_outdegree.3,node_count,edge_count,edge_density
3278,11,3.6666666666666665,11,3,4,3.3333333333333335,10,3,4,0.3333333333333333,1,0,1,0.3333333333333333,1,0,1,3.0,9,2,4,0.6666666666666666,2,0,2,1.3333333333333333,4,0,4,1.5,3.0,1.0,2.0,1.5,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,15,3,8,3.6666666666666665,11,3,4,1.3333333333333333,4,0,4,1.3333333333333333,4.0,1.0,2.0,0.6666666666666666,2.0,0.0,1.0,0.6666666666666666,2.0,0.0,2.0,3.0,2.0,0.6666666666666666
2351,6,1.75,7,0,4,1.5,6,0,3,0.25,1,0,1,0.25,1,0,1,1.75,7,0,4,0.0,0,0,0,0.0,0,0,0,0.75,3.0,0.0,1.0,0.75,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,12,2,4,1.75,7,0,4,1.25,5,0,3,1.5,6.0,1.0,2.0,0.75,3.0,0.0,1.0,0.75,3.0,0.0,2.0,4.0,3.0,0.5
84,852,24.6,861,0,179,6.6,231,0,44,18.0,630,0,135,65.05714285714286,2277,0,636,7.142857142857143,250,0,85,17.457142857142856,611,0,94,54.628571428571426,1912,0,238,12.685714285714285,444.0,0.0,58.0,2.9714285714285715,104.0,0.0,7.0,9.714285714285714,340.0,0.0,55.0,34.94285714285714,1223.0,0.0,292.0,2.9714285714285715,104.0,0.0,23.0,9.714285714285714,340.0,0.0,39.0,31.314285714285713,1096.0,0.0,122.0,39.142857142857146,1370,10,201,24.6,861,0,179,14.542857142857143,509,0,70,14.8,518.0,7.0,28.0,7.4,259.0,0.0,25.0,7.4,259.0,0.0,22.0,35.0,259.0,0.4352941176470588
105,1014,32.27272727272727,1065,0,161,7.848484848484849,259,0,31,24.424242424242426,806,0,134,85.66666666666667,2827,0,569,13.787878787878787,455,0,93,18.484848484848484,610,0,68,57.333333333333336,1892,0,172,17.696969696969695,584.0,0.0,77.0,3.6666666666666665,121.0,0.0,10.0,14.030303030303031,463.0,0.0,69.0,51.93939393939394,1714.0,0.0,310.0,5.7272727272727275,189.0,0.0,37.0,11.969696969696969,395.0,0.0,45.0,40.21212121212121,1327.0,0.0,122.0,46.484848484848484,1534,14,162,32.27272727272727,1065,0,161,14.212121212121213,469,0,42,15.757575757575758,520.0,8.0,26.0,7.878787878787879,260.0,0.0,23.0,7.878787878787879,260.0,0.0,22.0,33.0,260.0,0.4924242424242424
5107,2,1.0,1,1,1,1.0,1,1,1,0.0,0,0,0,0.0,0,0,0,1.0,1,1,1,0.0,0,0,0,0.0,0,0,0,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,2.0,2,2,2,1.0,1,1,1,1.0,1,1,1,,0.0,,,,0.0,,,,0.0,,,1.0,0.0,0.0
531,304,16.23076923076923,211,3,62,5.230769230769231,68,1,16,11.0,143,0,49,31.23076923076923,406,0,218,10.076923076923077,131,0,62,6.153846153846154,80,0,22,18.076923076923077,235,0,65,4.230769230769231,55.0,0.0,14.0,1.6153846153846154,21.0,0.0,6.0,2.6153846153846154,34.0,0.0,10.0,4.846153846153846,63.0,0.0,24.0,2.230769230769231,29.0,0.0,14.0,2.0,26.0,0.0,11.0,5.769230769230769,75.0,0.0,33.0,29.846153846153847,388,7,62,16.23076923076923,211,3,62,13.615384615384615,177,0,44,6.461538461538462,84.0,5.0,9.0,3.230769230769231,42.0,0.0,9.0,3.230769230769231,42.0,0.0,8.0,13.0,42.0,0.5384615384615384
398,358,17.75,284,0,78,3.75,60,0,13,14.0,224,0,71,49.5,792,0,360,4.5,72,0,50,13.25,212,0,31,33.5,536,0,102,7.8125,125.0,0.0,32.0,1.25,20.0,0.0,5.0,6.5625,105.0,0.0,31.0,22.1875,355.0,0.0,159.0,2.0625,33.0,0.0,32.0,5.75,92.0,0.0,16.0,13.6875,219.0,0.0,40.0,30.25,484,6,80,17.75,284,0,78,12.5,200,2,22,7.875,126.0,4.0,15.0,3.9375,63.0,0.0,15.0,3.9375,63.0,0.0,8.0,16.0,63.0,0.525
43,1497,31.32608695652174,1441,0,133,8.021739130434783,369,0,51,23.304347826086957,1072,0,94,92.91304347826087,4274,0,609,11.521739130434783,530,0,84,19.804347826086957,911,0,79,87.17391304347827,4010,0,266,13.434782608695652,618.0,0.0,49.0,2.5652173913043477,118.0,0.0,8.0,10.869565217391305,500.0,0.0,46.0,47.43478260869565,2182.0,0.0,340.0,3.9130434782608696,180.0,0.0,37.0,9.521739130434783,438.0,0.0,36.0,49.130434782608695,2260.0,0.0,162.0,52.76086956521739,2427,18,155,31.32608695652174,1441,0,133,21.434782608695652,986,1,84,20.217391304347824,930.0,10.0,33.0,10.108695652173912,465.0,0.0,33.0,10.108695652173912,465.0,0.0,23.0,46.0,465.0,0.4492753623188406
5637,1,1.0,1,1,1,1.0,1,1,1,0.0,0,0,0,0.0,0,0,0,1.0,1,1,1,0.0,0,0,0,0.0,0,0,0,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,1.0,1,1,1,1.0,1,1,1,0.0,0,0,0,,0.0,,,,0.0,,,,0.0,,,1.0,0.0,0.0
1704,83,11.2,56,2,31,4.8,24,1,12,6.4,32,0,19,12.8,64,0,37,5.4,27,0,17,5.8,29,1,14,12.0,60,1,26,3.6,18.0,0.0,10.0,1.0,5.0,0.0,2.0,2.6,13.0,0.0,9.0,5.0,25.0,0.0,19.0,2.2,11.0,0.0,10.0,1.4,7.0,0.0,4.0,2.0,10.0,0.0,4.0,19.0,95,5,44,11.2,56,2,31,7.8,39,3,13,2.4,12.0,1.0,3.0,1.2,6.0,0.0,3.0,1.2,6.0,0.0,3.0,5.0,6.0,0.6
59,1934,27.4390243902439,1125,0,125,6.414634146341464,263,0,23,21.024390243902438,862,0,109,94.90243902439025,3891,0,789,6.2682926829268295,257,0,64,21.170731707317074,868,0,84,112.2439024390244,4602,0,487,8.512195121951219,349.0,0.0,35.0,2.024390243902439,83.0,0.0,7.0,6.487804878048781,266.0,0.0,33.0,24.097560975609756,988.0,0.0,243.0,2.3902439024390243,98.0,0.0,35.0,6.121951219512195,251.0,0.0,19.0,20.634146341463413,846.0,0.0,109.0,62.34146341463415,2556,12,166,27.4390243902439,1125,0,125,34.90243902439025,1431,5,110,15.170731707317072,622.0,7.0,31.0,7.585365853658536,311.0,0.0,23.0,7.585365853658536,311.0,0.0,19.0,41.0,311.0,0.3792682926829268
81,1823,36.19444444444444,1303,1,278,6.722222222222222,242,1,27,29.47222222222222,1061,0,252,150.33333333333334,5412,0,1877,6.111111111111111,220,0,165,30.083333333333332,1083,1,197,170.19444444444446,6127,1,1151,14.25,513.0,0.0,81.0,2.8055555555555554,101.0,0.0,9.0,11.444444444444445,412.0,0.0,79.0,53.02777777777778,1909.0,0.0,664.0,2.2777777777777777,82.0,0.0,81.0,11.972222222222221,431.0,0.0,73.0,59.166666666666664,2130.0,0.0,285.0,66.52777777777777,2395,13,287,36.19444444444444,1303,1,278,30.333333333333332,1092,3,81,15.88888888888889,572.0,7.0,32.0,7.944444444444445,286.0,0.0,32.0,7.944444444444445,286.0,0.0,18.0,36.0,286.0,0.4539682539682539
1522,166,5.5,33,1,10,4.0,24,1,7,1.5,9,0,5,2.5,15,0,8,1.0,6,0,4,4.5,27,1,10,21.833333333333332,131,1,67,1.5,9.0,0.0,5.0,1.3333333333333333,8.0,0.0,4.0,0.16666666666666666,1.0,0.0,1.0,0.16666666666666666,1.0,0.0,1.0,0.6666666666666666,4.0,0.0,3.0,0.8333333333333334,5.0,0.0,2.0,3.6666666666666665,22.0,0.0,16.0,30.666666666666668,184,19,60,5.5,33,1,10,25.166666666666668,151,11,55,3.0,18.0,2.0,4.0,1.5,9.0,0.0,3.0,1.5,9.0,0.0,3.0,6.0,9.0,0.6
6,4146,51.06410256410256,3983,0,550,7.217948717948718,563,0,62,43.84615384615385,3420,0,488,286.1025641025641,22316,0,3660,16.71794871794872,1304,0,213,34.34615384615385,2679,0,337,245.75641025641025,19169,0,1533,24.205128205128204,1888.0,0.0,82.0,2.5256410256410255,197.0,0.0,7.0,21.67948717948718,1691.0,0.0,78.0,157.33333333333334,12272.0,0.0,919.0,4.384615384615385,342.0,0.0,72.0,19.82051282051282,1546.0,0.0,60.0,156.84615384615384,12234.0,0.0,707.0,88.12820512820512,6874,20,635,51.06410256410256,3983,0,550,37.06410256410256,2891,0,376,34.97435897435897,2728.0,17.0,66.0,17.487179487179485,1364.0,0.0,56.0,17.487179487179485,1364.0,0.0,51.0,78.0,1364.0,0.4542124542124542
124,1356,26.366666666666667,791,0,157,5.1,153,0,16,21.266666666666666,638,0,141,85.66666666666667,2570,0,777,2.933333333333333,88,0,47,23.433333333333334,703,0,110,160.0,4800,0,564,13.966666666666667,419.0,0.0,65.0,2.7666666666666666,83.0,0.0,10.0,11.2,336.0,0.0,55.0,43.6,1308.0,0.0,278.0,0.3333333333333333,10.0,0.0,3.0,13.633333333333333,409.0,0.0,62.0,102.5,3075.0,0.0,347.0,60.2,1806,22,164,26.366666666666667,791,0,157,33.833333333333336,1015,7,133,15.0,450.0,7.0,22.0,7.5,225.0,0.0,22.0,7.5,225.0,0.0,18.0,30.0,225.0,0.5172413793103449
3621,24,3.0,9,0,7,2.3333333333333335,7,0,5,0.6666666666666666,2,0,2,1.6666666666666667,5,0,5,2.6666666666666665,8,0,7,0.3333333333333333,1,0,1,0.3333333333333333,1,0,1,0.6666666666666666,2.0,0.0,1.0,0.6666666666666666,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.333333333333334,28,7,11,3.0,9,0,7,6.333333333333333,19,0,11,1.3333333333333333,4.0,1.0,2.0,0.6666666666666666,2.0,0.0,1.0,0.6666666666666666,2.0,0.0,1.0,3.0,2.0,0.6666666666666666
863,210,19.11111111111111,172,2,49,6.555555555555555,59,2,16,12.555555555555555,113,0,34,34.44444444444444,310,0,94,9.0,81,0,33,10.11111111111111,91,2,26,27.88888888888889,251,6,67,7.333333333333333,66.0,1.0,16.0,2.111111111111111,19.0,1.0,4.0,5.222222222222222,47.0,0.0,12.0,12.666666666666666,114.0,0.0,36.0,2.7777777777777777,25.0,0.0,14.0,4.555555555555555,41.0,0.0,13.0,15.333333333333334,138.0,0.0,42.0,28.444444444444443,256,13,54,19.11111111111111,172,2,49,9.333333333333334,84,1,18,5.111111111111111,46.0,3.0,8.0,2.5555555555555554,23.0,0.0,7.0,2.5555555555555554,23.0,0.0,5.0,9.0,23.0,0.6388888888888888
133,918,27.607142857142858,773,1,139,7.035714285714286,197,1,39,20.571428571428573,576,0,100,70.03571428571429,1961,0,531,9.464285714285714,265,0,88,18.142857142857142,508,1,51,62.642857142857146,1754,2,163,9.285714285714286,260.0,0.0,30.0,1.9285714285714286,54.0,0.0,5.0,7.357142857142857,206.0,0.0,27.0,24.678571428571427,691.0,0.0,130.0,2.75,77.0,0.0,29.0,6.535714285714286,183.0,0.0,19.0,22.892857142857142,641.0,0.0,88.0,45.785714285714285,1282,11,157,27.607142857142858,773,1,139,18.178571428571427,509,2,93,13.0,364.0,6.0,22.0,6.5,182.0,0.0,19.0,6.5,182.0,0.0,19.0,28.0,182.0,0.4814814814814814
100,1517,39.515151515151516,1304,0,167,8.333333333333334,275,0,38,31.181818181818183,1029,0,143,127.06060606060606,4193,0,620,12.93939393939394,427,0,108,26.575757575757574,877,0,128,89.9090909090909,2967,0,335,13.06060606060606,431.0,0.0,49.0,2.757575757575758,91.0,0.0,8.0,10.303030303030303,340.0,0.0,47.0,42.72727272727273,1410.0,0.0,266.0,2.878787878787879,95.0,0.0,49.0,10.181818181818182,336.0,0.0,43.0,34.666666666666664,1144.0,0.0,103.0,62.39393939393939,2059,11,187,39.515151515151516,1304,0,167,22.87878787878788,755,0,128,16.424242424242426,542.0,8.0,31.0,8.212121212121213,271.0,0.0,28.0,8.212121212121213,271.0,0.0,18.0,33.0,271.0,0.5132575757575758
424,475,15.933333333333334,239,0,59,4.266666666666667,64,0,9,11.666666666666666,175,0,51,36.06666666666667,541,0,200,1.9333333333333333,29,0,11,14.0,210,0,48,64.06666666666666,961,0,193,5.6,84.0,0.0,20.0,1.8666666666666667,28.0,0.0,4.0,3.7333333333333334,56.0,0.0,16.0,8.266666666666667,124.0,0.0,42.0,0.3333333333333333,5.0,0.0,1.0,5.266666666666667,79.0,0.0,19.0,25.4,381.0,0.0,68.0,38.46666666666667,577,11,77,15.933333333333334,239,0,59,22.533333333333335,338,8,42,6.8,102.0,4.0,12.0,3.4,51.0,0.0,12.0,3.4,51.0,0.0,6.0,15.0,51.0,0.4857142857142857
8,3577,38.51948051948052,2966,0,160,5.428571428571429,418,0,19,33.09090909090909,2548,0,156,227.1038961038961,17487,0,1773,4.48051948051948,345,0,98,34.03896103896104,2621,0,123,263.31168831168833,20275,0,940,25.12987012987013,1935.0,0.0,100.0,2.688311688311688,207.0,0.0,11.0,22.441558441558442,1728.0,0.0,97.0,165.2207792207792,12722.0,0.0,1203.0,1.6883116883116882,130.0,0.0,54.0,23.441558441558442,1805.0,0.0,93.0,196.6103896103896,15139.0,0.0,790.0,79.62337662337663,6131,25,290,38.51948051948052,2966,0,160,41.103896103896105,3165,1,278,33.16883116883117,2554.0,16.0,64.0,16.584415584415584,1277.0,0.0,60.0,16.584415584415584,1277.0,0.0,44.0,77.0,1277.0,0.436431989063568
39,1329,26.163265306122447,1282,0,158,4.244897959183674,208,0,15,21.918367346938776,1074,0,152,117.14285714285714,5740,0,1006,5.959183673469388,292,0,62,20.20408163265306,990,0,154,121.48979591836735,5953,0,927,17.653061224489797,865.0,0.0,85.0,2.2244897959183674,109.0,0.0,6.0,15.428571428571429,756.0,0.0,81.0,87.9795918367347,4311.0,0.0,654.0,3.6122448979591835,177.0,0.0,41.0,14.040816326530612,688.0,0.0,85.0,87.0,4263.0,0.0,430.0,49.57142857142857,2429,19,209,26.163265306122447,1282,0,158,23.408163265306122,1147,1,68,22.448979591836736,1100.0,11.0,46.0,11.224489795918368,550.0,0.0,37.0,11.224489795918368,550.0,0.0,31.0,49.0,550.0,0.467687074829932
4512,19,1.5,3,1,2,1.5,3,1,2,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.5,3,1,2,3.0,6,3,3,0.5,1.0,0.0,1.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,21,5,16,1.5,3,1,2,9.0,18,3,15,1.0,2.0,1.0,1.0,0.5,1.0,0.0,1.0,0.5,1.0,0.0,1.0,2.0,1.0,1.0
1071,80,5.875,47,0,16,2.375,19,0,4,3.5,28,0,12,6.5,52,0,26,2.5,20,0,13,3.375,27,0,6,9.25,74,0,19,2.625,21.0,0.0,6.0,1.0,8.0,0.0,3.0,1.625,13.0,0.0,5.0,2.875,23.0,0.0,11.0,1.25,10.0,0.0,6.0,1.375,11.0,0.0,4.0,2.75,22.0,0.0,9.0,15.0,120,7,21,5.875,47,0,16,9.125,73,4,15,5.0,40.0,3.0,7.0,2.5,20.0,0.0,6.0,2.5,20.0,0.0,4.0,8.0,20.0,0.7142857142857143
166,878,21.08,527,0,85,4.88,122,0,19,16.2,405,0,78,56.72,1418,0,396,2.68,67,0,28,18.4,460,0,78,101.52,2538,0,407,7.2,180.0,0.0,27.0,1.92,48.0,0.0,6.0,5.28,132.0,0.0,24.0,13.72,343.0,0.0,100.0,1.48,37.0,0.0,16.0,5.72,143.0,0.0,25.0,21.28,532.0,0.0,104.0,45.36,1134,9,104,21.08,527,0,85,24.28,607,3,90,10.24,256.0,5.0,22.0,5.12,128.0,0.0,15.0,5.12,128.0,0.0,13.0,25.0,128.0,0.4266666666666667
776,247,14.7,147,0,89,3.6,36,0,14,11.1,111,0,75,44.7,447,0,362,9.3,93,0,89,5.4,54,0,19,33.0,330,0,77,5.5,55.0,0.0,29.0,1.6,16.0,0.0,5.0,3.9,39.0,0.0,26.0,15.8,158.0,0.0,137.0,3.0,30.0,0.0,29.0,2.5,25.0,0.0,7.0,8.6,86.0,0.0,21.0,32.1,321,7,89,14.7,147,0,89,17.4,174,0,32,7.4,74.0,2.0,9.0,3.7,37.0,0.0,8.0,3.7,37.0,0.0,7.0,10.0,37.0,0.8222222222222222
850,125,6.222222222222222,56,0,19,2.3333333333333335,21,0,6,3.888888888888889,35,0,13,6.333333333333333,57,0,24,2.2222222222222223,20,0,14,4.0,36,0,15,13.333333333333334,120,0,40,1.4444444444444444,13.0,0.0,4.0,0.6666666666666666,6.0,0.0,2.0,0.7777777777777778,7.0,0.0,3.0,0.8888888888888888,8.0,0.0,3.0,0.8888888888888888,8.0,0.0,4.0,0.5555555555555556,5.0,0.0,2.0,1.0,9.0,0.0,4.0,19.0,171,7,34,6.222222222222222,56,0,19,12.777777777777779,115,2,32,5.111111111111111,46.0,3.0,8.0,2.5555555555555554,23.0,0.0,5.0,2.5555555555555554,23.0,0.0,6.0,9.0,23.0,0.6388888888888888
